ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
1,-0.871891418,0.519805782,-0.795184999,-0.381874099,0.725127061,-0.384698208,-0.340616768,-0.388946383,-1.322471752,-0.515819564,-0.530802714,0.144303861,1.004071424,-0.632316908,-0.215940873,0.080735282,Y
2,-1.911472903,2.593229124,-1.758247754,-0.381874099,-0.120550876,-0.573533063,-2.198526413,-0.821506238,-1.836293106,-1.936860938,2.758678896,2.068355343,-0.209641286,-0.141803087,-0.736090422,-0.511323454,Y
3,-0.365428643,0.200817575,-0.478388139,-0.848609109,-0.004902611,-0.574756932,-0.598659775,-0.900153485,0.279441881,0.194701123,0.291567688,3.992406824,-0.469722582,0.888275939,0.56428345,0.080735282,N
4,-0.631987998,0.280564627,-0.533299512,1.251698437,0.725127061,-0.446215981,-0.340616768,0.00428985,-1.896742678,0.127032487,1.113938091,-1.29873475,-0.556416347,-0.68136829,0.56428345,-0.807352823,N
5,0.754120648,-0.995388199,0.522690257,-1.081976615,-0.026586661,-0.215293104,0.175469244,0.043613473,0.460790594,-0.515819564,-0.530802714,0.144303861,-0.556416347,-0.68136829,-0.996165196,-0.215294086,Y
6,2.380132714,-1.952352819,2.778284536,-1.081976615,1.038341112,-0.490803014,-0.289008167,-0.310299136,1.065286305,0.803718855,-0.530802714,3.992406824,-0.122947521,0.054402442,0.390900267,-0.511323454,N
7,0.674152842,0.360311679,0.23123704,-1.081976615,-1.060193028,0.855137344,0.123860643,0.082937096,0.672364093,-3.121062084,-2.17554352,-2.260760491,-0.556416347,-0.779471055,-1.082856787,-0.807352823,N
8,-0.498708321,0.679299885,-0.638898524,-0.148506594,-1.736735378,4.890905683,0.639946656,-0.624888122,-0.566852114,0.499209989,0.291567688,-0.336709009,-0.556416347,-0.68136829,0.997741407,-0.511323454,N
9,0.08772226,-0.596652941,-0.529075601,1.951800952,0.802006874,-0.595689994,-0.495442572,-0.310299136,0.521240165,-0.414316609,0.291567688,-0.336709009,-0.383028817,-0.190854469,0.390900267,1.856911492,Y
11,0.807432519,-0.995388199,0.822591297,-1.081976615,0.16134177,-0.278101272,2.239813294,1.616558402,2.636975152,-3.121062084,0.291567688,0.625316731,-0.556416347,-0.583265526,-1.082856787,-0.807352823,Y
12,-0.552020192,0.041323472,-0.161591102,-0.615241604,-0.04001012,-0.582426153,-0.80509418,0.00428985,0.82348802,-0.278979335,-0.530802714,-1.29873475,0.223827539,-0.534214144,-0.822782013,-0.807352823,Y
13,0.221001938,0.360311679,-0.064439911,0.551595921,-0.057908066,-0.596191335,0.949598263,-0.192328266,-0.717976042,0.736050218,-0.530802714,0.144303861,0.483908834,3.63515334,-0.129249282,-0.215294086,Y
14,-0.711955805,0.838793988,-0.85432046,0.084860911,0.528656429,2.106864957,-0.856702781,-0.978800731,0.279441881,0.972890448,-0.530802714,-0.336709009,-0.296335051,0.054402442,0.390900267,0.080735282,Y
15,-1.058482966,1.39702335,-0.693810074,-0.848609109,0.658009764,-0.644825419,1.465684276,0.279555212,-1.503820466,0.093198168,-0.530802714,-0.336709009,-0.383028817,-0.583265526,0.911049815,-0.215294086,Y
16,0.487561293,-0.676399992,2.182706191,-0.381874099,0.137850716,-0.583711482,-0.030965161,1.616558402,-0.506402543,0.228535442,0.291567688,-0.336709009,-0.469722582,-0.583265526,-0.389324056,0.080735282,Y
