ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
1,67,40,7.129869938,3,2.25,41.05625,44,16,25,77,2,5,18,3,10,3,Y
2,30,62,4.025973797,3,0,22.93666667,8,5,8,35,6,9,4,13,4,1,Y
3,76,33,7.207792282,1,0.307692308,22.81923077,39,3,78,98,3,13,1,34,19,3,N
4,78,34,7.740259647,10,2.25,35.15333333,44,26,6,96,4,2,0,2,15,0,N
5,117,23,10.31168842,0,0.25,57.31145833,54,27,84,77,2,5,0,2,1,2,Y
6,193,5,18.20779228,0,3.083333333,30.875,32,18,104,116,2,13,5,16,15,1,N
7,123,36,9.831169128,0,-2.5,160.0242424,53,28,91,0,0,0,0,0,0,0,N
8,82,39,7.532467365,4,-4.3,547.275,63,10,50,107,3,4,0,2,24,1,N
9,106,23,8.012987137,13,2.454545455,20.81060606,41,18,86,80,3,4,2,12,17,9,Y
11,132,19,12.14285755,0,0.75,51.28472222,94,67,156,0,3,6,0,4,0,0,Y
12,83,30,9.155843735,2,0.214285714,22.08333333,32,22,96,84,2,2,9,5,2,0,Y
13,103,37,8.389610291,7,0.166666667,20.7625,69,21,45,114,2,5,12,90,11,2,Y
14,76,40,6.532467365,5,1.727272727,280.1333333,27,1,77,121,2,4,3,17,17,3,Y
15,64,47,7.532467365,1,2.071428571,16.09583333,38,21,19,95,2,4,2,4,23,2,Y
16,118,23,15.54545498,3,0.6875,21.96,50,67,52,99,3,4,1,4,8,3,Y
17,83,39,6.467532635,1,2.357142857,57.7547619,60,27,73,92,2,5,2,12,4,5,Y
18,57,43,6.67532444,0,0.461538462,96.54102564,62,27,73,74,2,3,0,5,0,2,N
19,122,21,11.6623373,10,-4.333333333,31.83958333,39,13,74,77,3,3,0,12,12,0,Y
20,70,37,8.064934731,6,0.7,165.5266667,32,12,77,139,2,3,9,63,43,4,N
21,72,44,9.701298714,0,0.133333333,213.8111111,32,2,58,67,2,2,0,14,9,1,N
22,94,32,8.038961411,5,1.8,17.67777778,51,13,46,67,3,4,7,2,7,2,Y
23,98,24,9.584415436,7,1.5,288.0427083,78,60,130,113,3,8,6,37,9,3,Y
24,62,42,11.40259743,13,0.923076923,23.43611111,17,10,18,51,2,3,1,1,1,1,Y
25,133,23,15.93506527,4,-3.1875,40.90625,34,16,18,74,3,5,0,6,6,3,Y
26,84,44,9.051947594,1,-9.5,196.8907407,39,9,39,94,7,4,8,10,11,8,N
27,129,23,11.15584373,5,3.1,82.39074074,51,21,100,83,2,3,3,9,5,1,Y
28,50,47,4.688311577,0,0.125,48.70208333,33,2,7,98,2,4,0,13,8,2,N
29,141,15,11.28571415,0,1.9375,44.10111111,41,22,54,99,4,3,16,35,40,12,N
30,123,26,10.23376656,4,-1.125,37.87435897,48,49,84,135,2,5,28,85,32,14,Y
31,77,34,9.688311577,9,2.071428571,21.32380952,45,10,56,81,3,5,6,9,4,0,Y
32,113,12,10.97402573,3,0,25.97638889,54,18,88,117,3,11,12,7,10,2,Y
33,74,38,8.129870415,0,2.153846154,22.74074074,60,77,21,53,1,4,0,0,0,0,Y
34,171,22,15.35064888,5,0.9375,29.790625,101,70,42,101,4,5,0,6,3,3,N
35,68,42,5.389610291,3,1.375,22.48095238,60,69,11,72,2,4,0,3,3,0,N
36,72,38,6.935064793,1,0.5,157.7533333,32,3,59,92,3,8,6,9,8,13,N
37,66,38,6.974026203,13,-4.75,153.3939394,34,32,52,101,3,6,15,22,5,2,N
38,113,42,9.558441162,4,-0.214285714,26.49102564,34,1,14,95,2,4,5,19,22,1,N
39,123,30,8.506493568,3,1.0625,24.496875,69,18,97,77,2,4,3,28,19,1,Y
40,65,38,5.584415436,0,2.083333333,16.46527778,31,1,71,147,2,3,14,21,37,4,Y
41,154,23,14.05194759,5,0.6,18.73846154,81,42,40,62,2,3,0,1,0,0,Y
42,46,44,6.649350643,13,1,117.1392857,37,16,97,78,3,7,2,4,6,2,N
43,50,48,6.961039066,1,-3.384615385,17.34615385,61,56,55,72,3,4,5,6,6,0,N
44,86,37,9,3,1.2,22.32222222,40,42,22,91,1,3,2,1,16,13,Y
45,145,23,14.50649357,6,0.0625,72.44270833,91,71,103,86,3,4,5,2,4,1,N
46,147,19,11.68831158,4,-0.153846154,45.37361111,57,1,91,72,3,4,1,2,12,0,Y
47,133,22,16.8571434,7,1,34.05729167,25,3,51,61,2,5,1,5,1,0,Y
48,88,27,8.753246307,3,3,16.02878788,32,8,60,134,2,3,6,52,19,9,N
49,92,28,9.077921867,3,1.4375,132.0104167,34,6,49,68,3,5,6,5,4,1,Y
50,94,28,7.831168652,9,-0.1875,428.9642857,33,21,65,77,2,5,2,2,3,0,N
51,118,22,8.753246307,14,0.0625,103.8552083,43,3,71,93,3,5,6,19,23,7,Y
52,68,45,7.32467556,1,-2.5,52.37916667,47,22,43,134,2,5,21,4,29,6,N
53,136,12,11.97402573,4,1.071428571,126.875,36,1,30,103,4,4,11,2,7,2,N
54,148,20,9.883116722,1,0.2,298.435,54,41,110,149,4,5,68,45,38,2,N
55,173,10,14.67532444,16,1.153846154,260.5307692,36,6,37,85,3,5,5,3,22,2,N
56,93,28,7.519480705,0,0.5,22.58888889,31,12,48,81,3,4,3,7,2,2,Y
57,103,25,10.18181801,16,1.142857143,66.93717949,25,7,54,112,4,5,8,8,8,1,N
58,122,24,12.29870129,6,1.875,201.4458333,57,43,24,83,0,5,1,7,10,1,Y
59,91,28,8.415584564,4,0.461538462,28.56794872,62,42,122,93,3,4,5,12,0,0,N
60,81,23,7.961039066,10,0.333333333,34.66944444,89,4,84,70,2,4,1,9,3,1,N
61,196,10,15.48051929,8,2.066666667,155.6785714,114,64,96,120,0,5,6,30,22,2,N
62,97,28,10.50649357,0,0.6875,39.91875,54,15,58,106,5,5,6,36,3,1,Y
63,96,39,7.428571224,3,0.933333333,21.98,67,4,60,152,2,3,23,30,13,5,N
64,180,12,13.94805241,7,-1.636363636,82.46296296,42,13,75,80,3,6,21,10,4,2,N
65,114,21,12.28571415,4,-0.076923077,131.5089744,45,12,69,103,3,5,11,50,7,1,N
66,88,37,9.103896141,6,-1.615384615,39.41212121,33,5,64,125,2,6,0,14,19,1,N
67,82,40,6.207792282,12,3.125,37.51458333,42,23,12,91,2,3,11,21,6,1,Y
68,87,33,6.428571224,6,2.25,105.9875,43,49,77,152,2,7,2,63,66,11,N
69,138,16,11.61038971,5,3.357142857,113.5619048,51,41,113,86,2,3,1,1,6,0,Y
70,89,22,6.714285851,0,1.5,17.39074074,38,6,101,161,2,10,88,30,19,5,Y
71,186,11,13.53246784,0,1.2,24.09,47,43,140,101,5,4,0,12,11,1,Y
72,91,24,9.493506432,0,1,28.37291667,30,17,64,83,2,3,6,0,2,0,Y
73,119,19,10.11688328,5,-8.181818182,181.9166667,52,15,63,131,5,8,1,11,16,2,N
74,70,36,6.766233921,7,0.357142857,27.86666667,52,54,116,122,1,7,3,8,13,0,N
75,118,25,10.29870129,1,1.7,34.70333333,35,33,55,91,2,5,6,3,10,1,Y
76,91,30,7.805194855,12,3.75,12.121875,105,171,65,70,3,6,0,1,1,1,Y
